age;education;duration;campaign;pdays;previous;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y;was_contacted_before;education_rank;job_blue-collar;job_entrepreneur;job_housemaid;job_management;job_retired;job_self-employed;job_services;job_student;job_technician;job_unemployed;marital_married;marital_single;default_unknown;default_yes;housing_yes;loan_yes;contact_telephone;day_of_week_mon;day_of_week_thu;day_of_week_tue;day_of_week_wed;poutcome_nonexistent;poutcome_success;age_band_26-35;age_band_36-45;age_band_46-55;age_band_56-65;age_band_66+;month_sin;month_cos;campaign_intensity;emp.var.rate_denoised;cons.price.idx_denoised;cons.conf.idx_denoised;euribor3m_denoised;nr.employed_denoised;campaign_capped;campaign_log;duration_capped;duration_log
25;high.school;222;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;False;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;222.0;5.407171771460119
29;high.school;137;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;True;False;False;False;True;False;True;False;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;137.0;4.927253685157205
57;basic.4y;293;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;False;False;True;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;293.0;5.683579767338681
35;basic.6y;146;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;2;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;146.0;4.990432586778736
54;basic.9y;174;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;False;False;False;False;True;False;False;False;False;False;True;False;True;False;True;True;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;174.0;5.1647859739235145
35;basic.6y;312;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;2;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;312.0;5.746203190540153
46;basic.6y;440;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;2;True;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;440.0;6.089044875446846
50;basic.9y;353;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;353.0;5.869296913133774
39;basic.9y;195;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;195.0;5.278114659230517
30;high.school;38;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;38.0;3.6635616461296463
55;basic.4y;262;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;True;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;262.0;5.572154032177765
55;high.school;342;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;342.0;5.8377304471659395
41;high.school;181;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;181.0;5.204006687076795
37;high.school;172;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;172.0;5.153291594497779
35;university.degree;99;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;True;True;False;False;False;True;False;True;False;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;99.0;4.605170185988092
59;university.degree;93;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;False;False;True;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;93.0;4.543294782270004
39;basic.9y;233;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;233.0;5.455321115357702
54;university.degree;255;2;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;2.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;2;1.0986122886681098;255.0;5.545177444479562
55;university.degree;362;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;362.0;5.8944028342648505
46;university.degree;348;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;348.0;5.855071922202427
59;university.degree;386;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;False;False;True;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;386.0;5.958424693029782
49;university.degree;73;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;73.0;4.30406509320417
54;basic.4y;230;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;False;False;False;True;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;230.0;5.442417710521793
54;basic.4y;208;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;208.0;5.342334251964811
55;basic.4y;336;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;336.0;5.820082930352362
34;high.school;365;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;365.0;5.902633333401366
52;basic.9y;1666;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;644.5;7.418780882750794
41;university.degree;577;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;577.0;6.359573868672378
56;basic.4y;137;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;False;False;True;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;137.0;4.927253685157205
58;university.degree;366;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;False;False;True;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;366.0;5.905361848054571
32;high.school;314;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;314.0;5.752572638825633
38;professional.course;160;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;5;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;160.0;5.081404364984463
57;university.degree;212;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;True;False;False;False;False;True;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;212.0;5.3612921657094255
44;university.degree;188;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;188.0;5.241747015059643
42;professional.course;22;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;5;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;22.0;3.1354942159291497
57;university.degree;616;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;True;True;False;False;False;True;False;False;False;False;True;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;616.0;6.424869023905388
40;basic.9y;178;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;178.0;5.187385805840755
35;university.degree;355;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;355.0;5.87493073085203
45;basic.9y;225;2;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;2.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;2;1.0986122886681098;225.0;5.420534999272286
54;high.school;160;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;160.0;5.081404364984463
39;basic.4y;266;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;266.0;5.58724865840025
60;high.school;253;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;True;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;253.0;5.537334267018537
53;professional.course;179;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;5;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;179.0;5.19295685089021
55;basic.4y;269;2;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;2.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;2;1.0986122886681098;269.0;5.598421958998375
55;professional.course;135;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;5;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;135.0;4.912654885736052
50;university.degree;161;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;True;False;False;False;False;False;False;True;False;True;False;False;True;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;161.0;5.087596335232384
45;high.school;787;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;True;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;644.5;6.669498089857879
55;professional.course;145;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;5;False;False;False;False;False;False;False;False;False;True;True;False;True;False;True;True;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;145.0;4.983606621708336
25;university.degree;174;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;False;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;174.0;5.1647859739235145
47;university.degree;449;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;449.0;6.1092475827643655
51;basic.9y;812;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;644.5;6.70073110954781
42;basic.6y;164;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;2;True;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;164.0;5.10594547390058
42;basic.6y;366;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;2;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;366.0;5.905361848054571
48;high.school;357;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;357.0;5.8805329864007
37;university.degree;232;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;232.0;5.4510384535657
44;basic.9y;91;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;91.0;4.5217885770490405
33;university.degree;273;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;273.0;5.6131281063880705
56;basic.9y;158;2;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;False;False;True;False;0.4999999999999999;-0.8660254037844387;2.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;2;1.0986122886681098;158.0;5.0689042022202315
44;basic.4y;177;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;True;False;False;False;False;False;False;False;False;False;False;True;True;False;True;True;True;True;False;False;False;True;False;False;True;False;False;False;0.4999999999999999;-0.8660254037844387;1.0;1.1137134780612494;94.0005558372602;-36.35599703522971;4.758859354377234;5193.833560194204;1;0.6931471805599453;177.0;5.181783550292085
