customer_id;checking;savings;money_market;cd;credit_card;personal_loan;auto_loan;mortgage;heloc;student_loan;investment_account;life_insurance
C100087;1;1;1;0;0;0;0;0;1;0;0;0
C100088;1;0;0;0;0;0;0;0;1;0;1;0
C100089;1;1;0;1;0;0;1;0;0;0;0;0
C100090;0;1;0;0;1;0;0;0;1;0;0;0
C100091;1;1;0;0;0;0;1;0;0;0;0;0
C100092;1;0;0;0;0;0;0;0;0;0;0;1
C100093;1;0;0;0;0;1;1;0;0;0;0;0
C100094;1;1;0;1;0;0;0;0;0;0;0;0
C100095;1;0;0;0;1;0;0;0;0;0;0;1
C100096;1;1;0;0;1;0;1;0;0;0;1;0
C100097;1;1;0;1;0;1;1;1;0;0;1;1
C100098;1;1;0;0;0;0;0;1;0;0;0;0
C100099;1;1;1;0;0;1;1;0;0;0;0;0
C100100;1;1;0;1;1;0;0;0;0;0;1;0
C100101;1;0;0;0;0;0;0;0;0;0;0;0
C100102;1;1;0;0;0;1;0;0;0;0;0;0
C100103;1;1;0;1;1;0;0;0;0;1;0;0
C100104;1;1;0;1;1;1;0;1;1;1;0;0
C100105;1;1;0;0;0;0;0;0;0;0;0;0
C100106;1;0;0;0;0;0;0;0;0;0;0;0
C100107;1;1;0;0;0;1;1;0;0;0;0;0
C100108;1;1;1;0;0;1;1;0;0;0;0;0
C100109;1;0;0;0;1;0;0;0;0;1;0;0
C100110;1;1;0;1;1;0;0;1;1;0;0;0
C100111;1;1;0;1;0;0;0;0;0;0;1;0
C100112;1;1;0;0;0;0;1;0;0;0;1;0
C100113;1;1;0;0;0;0;0;0;1;0;0;0
C100114;1;0;0;0;0;1;1;0;0;0;0;0
C100115;1;0;0;0;1;1;1;0;0;0;0;0
C100116;1;1;0;0;0;0;0;0;0;0;1;0
C100117;1;0;0;0;1;0;0;0;1;0;0;1
C100118;1;1;0;0;1;0;0;0;0;0;0;0
C100119;1;1;0;1;1;0;0;0;0;0;0;0
C100120;1;1;0;1;1;0;0;0;0;0;0;0
C100121;1;1;0;0;1;0;0;0;0;0;0;0
C100122;1;1;0;0;1;1;1;0;0;0;1;0
C100123;1;1;1;0;1;0;1;0;0;0;0;0
C100124;1;0;0;0;1;0;0;0;0;0;0;1
C100125;1;1;0;0;0;0;0;0;0;1;0;0
C100126;1;1;0;0;1;0;0;1;0;0;0;1
C100127;1;1;0;0;1;0;1;0;0;0;0;0
C100128;1;1;0;0;0;1;0;0;0;0;0;0
C100129;1;1;0;0;0;0;0;0;0;0;0;0
C100130;1;1;0;0;0;0;0;0;0;1;0;0
C100131;1;0;0;0;1;1;0;1;0;0;0;0
C100132;1;1;0;0;0;1;1;0;0;0;0;0
C100133;1;1;0;1;1;0;1;0;0;0;0;0
C100134;1;1;0;0;1;0;0;1;1;0;0;0
C100135;1;1;0;0;1;0;0;0;0;0;1;1
C100136;1;1;0;0;0;0;1;1;1;0;0;1
C100137;1;1;0;0;1;0;0;0;0;0;0;0
C100138;1;1;1;1;1;1;1;1;0;0;1;1
C100139;1;1;0;0;1;0;1;1;1;0;0;0
C100140;1;1;0;1;0;0;0;0;0;0;0;0
C100141;1;1;1;0;0;0;1;0;0;0;0;0
C100142;1;1;0;0;1;1;0;0;0;0;0;0
C100143;1;0;0;0;0;0;0;1;0;0;0;0
C100144;1;1;0;1;0;0;1;1;1;0;1;1
C100145;1;0;0;0;0;0;1;0;0;0;0;0
C100146;1;1;0;0;1;1;0;0;0;0;0;0
C100147;1;0;0;0;0;1;1;0;0;0;0;0
C100148;1;1;0;0;1;0;0;0;0;0;0;0
C100149;1;0;0;0;0;0;0;0;0;1;0;0
C100150;1;1;0;0;1;0;0;0;0;0;0;0
C100151;1;0;0;0;1;0;0;0;1;0;0;0
C100152;1;1;1;0;1;1;1;0;0;0;0;0
C100153;1;1;0;1;0;0;1;0;0;0;0;0
C100154;1;1;0;0;1;0;1;0;0;0;0;0
C100155;1;0;0;0;0;0;0;0;0;0;0;0
C100156;1;1;0;0;1;0;0;1;0;0;0;1
C100157;1;0;0;0;0;0;1;0;0;0;0;0
C100158;1;1;0;0;0;0;1;0;0;0;0;1
C100159;0;1;0;0;0;0;0;0;0;0;0;0
C100160;1;1;0;1;0;0;0;0;0;0;0;1
C100161;1;0;0;0;0;0;0;0;0;0;1;0
C100162;1;0;0;0;1;0;0;0;0;0;0;0
C100163;1;0;0;0;0;0;0;0;0;0;0;1
C100164;1;1;0;1;1;0;0;1;1;0;1;1
C100165;1;1;0;0;0;0;0;0;0;0;0;0
C100166;1;0;0;0;0;0;0;0;0;0;0;0
C100167;1;1;0;0;1;0;0;0;0;0;0;0
C100168;1;0;0;0;1;0;0;0;0;0;0;0
C100169;1;0;0;0;0;0;1;0;0;1;0;0
C100170;1;0;0;0;0;0;0;0;0;1;0;0
C100171;1;0;0;0;0;1;0;0;0;0;0;0
C100172;1;1;1;1;0;0;0;0;0;0;0;0
C100173;1;1;0;0;0;0;1;0;0;0;0;0
C100174;1;0;0;0;0;0;0;0;0;0;0;0
C100175;1;1;0;0;1;0;0;0;0;1;0;0
C100176;1;0;0;0;1;0;1;1;1;0;1;1
C100177;1;1;0;0;0;0;0;0;0;0;0;0
C100178;1;1;0;0;0;0;0;0;0;0;0;0
C100179;1;0;0;0;0;0;0;0;0;1;0;0
C100180;1;1;0;0;1;0;0;1;1;0;0;1
C100181;1;1;0;0;1;0;0;1;1;0;1;0
C100182;0;1;0;1;1;0;0;1;0;0;0;0
C100183;1;1;0;1;1;1;0;1;1;0;0;1
C100184;1;1;0;0;1;0;0;1;1;0;0;1
C100185;1;1;0;1;0;0;0;0;0;0;0;0
C100186;1;0;0;0;1;0;0;0;0;0;1;0
C100187;1;0;0;0;0;0;1;0;0;1;0;1
C100188;1;1;0;1;1;0;0;0;0;0;0;1
C100189;1;1;0;1;0;0;0;0;0;0;0;0
C100190;1;0;1;0;1;0;0;0;0;0;0;0
C100191;1;1;0;0;1;0;0;0;0;0;0;0
C100192;1;1;0;0;1;0;0;0;0;0;0;0
C100193;1;1;0;0;0;0;0;0;0;0;0;1
C100194;1;1;0;0;0;1;1;0;0;0;0;1
C100195;1;1;1;0;0;1;1;0;0;0;0;0
C100196;1;0;0;0;1;0;0;0;0;0;0;0
C100197;1;1;0;0;0;0;0;0;0;1;0;0
C100198;1;1;0;0;1;0;0;0;0;0;0;0
C100199;1;1;0;0;1;0;0;1;0;0;0;0
C100200;1;1;1;0;0;0;0;1;0;0;0;1
C100201;1;0;0;0;0;0;0;0;0;0;0;0
C100202;1;0;0;0;1;1;1;0;0;1;0;0
C100203;0;0;0;1;1;0;1;1;0;0;0;1
C100204;1;1;0;0;0;0;0;0;0;1;0;0
C100205;1;0;0;0;1;1;0;0;0;0;0;0
C100206;1;0;0;0;1;1;0;0;0;0;0;1
C100207;1;0;1;0;0;0;0;1;1;0;0;0
C100208;1;1;0;0;0;0;1;0;0;0;1;0
C100209;1;1;0;0;0;0;0;0;0;0;0;0
C100210;1;1;1;0;0;0;0;0;0;0;1;0
C100211;1;0;0;0;0;0;1;0;1;0;1;0
C100212;1;1;1;0;1;0;1;0;1;0;0;0
C100213;1;1;0;0;0;1;1;0;0;0;1;0
C100214;1;0;0;0;1;0;1;1;1;0;0;1
C100215;1;0;0;0;1;0;0;0;0;0;1;1
C100216;1;0;0;0;0;1;1;0;0;0;1;0
C100217;1;1;0;1;1;0;0;0;0;0;1;0
C100218;1;0;0;0;1;0;1;0;0;0;1;0
C100219;1;1;0;0;1;0;0;1;1;0;0;1
C100220;1;1;0;0;1;0;0;0;0;0;0;0
C100221;1;1;1;0;0;1;1;0;0;1;0;0
C100222;1;1;0;0;0;0;0;0;0;0;0;0
C100223;1;1;0;0;0;0;0;0;0;0;1;1
C100224;1;0;0;0;1;0;0;0;0;0;0;0
C100225;1;1;0;0;1;0;1;1;0;0;1;1
C100226;1;1;0;0;1;1;0;0;0;0;0;0
C100227;1;1;0;0;1;0;0;0;0;0;0;1
C100228;1;1;0;0;1;0;0;0;0;0;0;0
C100229;1;1;0;0;0;0;1;0;0;0;0;0
C100230;1;1;0;0;0;0;0;0;0;0;0;0
C100231;1;1;0;1;0;0;0;0;0;0;0;1
C100232;1;1;1;1;1;0;1;0;1;0;0;0
C100233;1;1;0;0;0;0;0;0;1;1;0;0
C100234;1;1;0;0;1;1;1;0;1;0;0;1
C100235;1;1;1;0;1;0;0;0;1;0;0;0
C100236;1;0;0;0;0;0;1;0;0;0;0;0
C100237;1;1;0;0;0;1;0;0;0;1;0;0
C100238;1;1;0;0;1;0;0;0;0;0;0;0
C100239;1;1;0;1;1;0;0;1;0;0;0;0
C100240;1;0;0;0;1;0;1;1;1;1;0;0
C100241;1;0;1;0;0;0;0;0;0;0;0;0
C100242;1;1;0;1;0;0;1;0;0;0;0;0
C100243;1;1;0;0;0;0;0;0;0;0;0;0
C100244;1;0;0;0;1;0;0;1;0;0;0;0
C100245;1;1;1;0;1;0;1;0;0;0;0;0
C100246;1;1;1;0;0;0;0;0;0;0;0;1
C100247;0;1;0;0;0;0;0;0;0;0;0;0
C100248;1;0;0;0;1;0;0;0;0;1;0;0
C100249;1;0;0;1;0;0;0;0;0;0;0;0
C100250;1;1;0;0;0;0;0;1;0;0;0;1
C100251;0;0;0;0;0;1;0;1;0;0;1;0
C100252;1;1;0;0;0;0;0;1;0;0;0;1
C100253;1;1;0;0;0;0;1;0;0;1;0;0
C100254;0;0;0;0;0;1;0;0;0;0;0;0
C100255;1;1;1;1;0;0;0;0;0;0;0;0
C100256;0;1;0;0;1;0;1;0;1;0;1;0
C100257;1;1;1;0;1;1;1;0;0;0;0;0
C100258;1;0;0;0;1;0;0;0;0;0;0;0
C100259;1;1;0;0;0;0;0;0;0;0;0;0
C100260;1;0;0;0;1;0;0;1;0;1;0;0
C100261;1;1;1;0;0;0;1;0;0;0;0;0
C100262;1;1;0;0;1;0;0;0;0;1;0;0
C100263;0;1;1;0;1;0;1;0;0;0;0;0
C100264;1;1;0;1;0;0;0;1;1;0;0;0
C100265;1;1;1;1;1;0;0;0;0;0;0;0
C100266;1;0;0;0;1;0;0;0;0;0;1;1
C100267;1;0;0;0;1;0;0;1;1;0;0;0
C100268;0;0;0;0;0;0;0;0;0;0;1;0
C100269;1;1;0;0;1;0;0;0;0;0;0;0
C100270;0;0;0;0;0;0;0;1;1;1;0;1
C100271;1;1;1;0;0;0;0;0;0;0;0;0
C100272;1;1;0;0;1;0;0;1;1;0;0;1
C100273;1;1;0;0;1;0;1;0;1;0;0;0
C100274;1;1;0;0;1;0;1;0;0;1;0;1
C100275;1;1;1;1;0;1;1;0;0;0;1;0
C100276;1;1;0;0;1;0;0;0;0;0;0;1
C100277;1;1;1;0;1;0;0;0;0;0;0;0
C100278;1;1;0;0;0;0;0;0;0;0;0;0
C100279;1;1;0;1;1;0;0;0;0;0;1;0
C100280;1;1;0;1;1;0;0;0;0;0;0;0
C100281;1;1;0;1;1;0;0;0;0;0;0;0
C100282;1;0;0;0;0;0;0;0;0;0;0;0
C100283;1;0;0;0;0;0;0;0;0;0;0;0
C100284;1;1;0;0;0;0;0;0;0;0;0;1
C100285;1;1;0;0;1;0;1;0;0;0;0;0
C100286;1;1;0;0;0;0;0;0;0;0;0;0
C100287;1;0;0;0;0;0;1;0;0;0;1;0
C100288;1;1;0;0;0;1;1;0;0;0;0;0
C100289;1;1;0;1;1;0;0;0;0;0;0;0
C100290;1;1;1;0;0;0;0;0;0;0;0;0
C100291;1;1;0;0;1;0;0;1;1;0;0;0
C100292;1;1;0;1;1;0;0;0;0;0;1;1
C100293;1;0;0;0;0;0;0;0;0;0;0;1
C100294;1;1;0;0;1;0;1;0;1;0;1;0
C100295;1;1;0;0;0;0;0;0;0;0;0;0
C100296;1;0;0;0;1;0;0;0;0;0;0;0
C100297;1;0;0;0;0;1;0;0;0;0;0;0
C100298;1;1;0;0;0;0;0;0;0;0;0;0
C100299;1;1;0;0;0;0;0;0;0;1;0;0
C100300;1;1;1;0;1;1;1;0;0;0;0;0
C100301;0;0;0;0;1;0;0;0;0;0;0;0
C100302;1;1;0;0;0;0;0;0;0;0;0;0
C100303;1;0;1;0;1;0;0;0;0;0;0;0
C100304;1;0;0;0;0;0;1;0;0;0;0;0
C100305;1;1;0;0;0;0;0;0;1;0;0;0
C100306;1;1;0;1;1;0;0;0;0;0;0;0
C100307;1;1;0;1;1;0;0;0;0;0;0;0
C100308;1;1;1;1;1;0;0;0;0;0;0;0
C100309;1;1;0;0;0;1;1;1;0;0;0;0
C100310;1;1;0;0;1;0;0;0;1;0;0;1
C100311;1;0;0;0;1;0;0;0;0;0;0;0
C100312;1;1;1;0;1;0;0;0;0;0;0;0
C100313;1;1;0;1;0;0;0;0;0;0;1;0
C100314;1;1;1;0;1;0;1;1;0;1;0;1
C100315;1;1;0;1;1;0;0;0;0;0;0;1
C100316;1;1;0;0;0;0;0;1;0;0;0;0
C100317;1;1;0;0;0;1;1;0;0;0;0;0
C100318;1;0;0;0;0;0;0;0;0;1;0;0
C100319;1;1;0;0;1;0;0;0;0;0;0;0
C100320;1;1;0;0;1;0;1;0;0;0;0;0
C100321;1;1;1;0;0;1;1;0;0;0;0;1
C100322;1;1;0;1;1;0;1;0;0;1;0;0
C100323;1;1;0;1;0;0;0;0;0;0;0;0
C100324;1;0;0;0;0;1;0;0;0;0;0;0
C100325;1;0;0;0;1;0;0;0;0;0;0;0
C100326;1;1;0;0;0;0;0;1;1;0;0;1
C100327;1;1;1;1;0;0;0;1;0;1;0;1
C100328;1;1;0;0;1;0;0;0;0;0;0;0
C100329;1;1;0;0;0;0;1;1;0;0;0;0
C100330;1;1;0;0;1;1;0;0;0;0;0;0
C100331;1;1;0;0;1;0;0;1;1;1;0;0
C100332;1;0;0;0;1;0;0;0;1;0;0;0
C100333;1;0;0;0;0;0;0;0;0;0;0;0
C100334;1;1;0;0;0;0;0;1;0;1;0;0
C100335;1;1;0;1;0;0;0;1;0;0;0;0
C100336;1;1;1;0;1;0;1;0;0;0;0;0
C100337;1;1;1;0;0;0;0;0;0;0;0;0
C100338;1;0;0;0;1;1;1;1;0;0;1;0
C100339;1;1;0;0;0;0;0;0;0;0;0;0
C100340;1;1;0;1;0;1;1;0;0;0;0;1
C100341;1;1;0;0;1;1;1;0;0;0;0;0
C100342;1;0;0;0;1;0;0;0;0;0;0;0
C100343;1;1;0;0;0;0;0;0;0;0;0;0
C100344;1;1;0;0;1;0;1;0;0;0;0;0
C100345;1;1;0;1;0;0;0;0;0;0;0;0
C100346;1;1;0;0;1;0;0;1;1;0;0;0
C100347;1;0;0;0;1;0;1;0;0;0;0;0
C100348;1;1;0;0;0;0;0;0;1;0;0;1
C100349;1;0;0;0;0;1;0;0;0;0;1;0
C100350;1;0;0;0;0;0;0;0;0;0;0;0
C100351;1;0;0;0;1;0;0;0;0;1;0;0
C100352;1;1;0;0;1;0;0;0;0;0;0;1
C100353;1;1;1;0;1;0;0;0;0;0;0;0
C100354;1;1;0;0;0;1;1;1;1;0;0;0
C100355;1;0;0;0;0;0;1;0;0;0;0;0
C100356;1;1;1;0;0;1;0;1;1;0;0;0
C100357;1;1;0;0;0;0;0;0;0;0;1;0
C100358;1;1;0;1;1;0;0;0;0;0;0;0
C100359;1;0;0;0;0;0;1;0;0;0;0;0
C100360;1;0;0;0;0;1;1;0;0;0;1;0
C100361;1;1;1;0;0;0;0;1;1;0;0;0
C100362;1;0;0;0;1;0;0;1;0;0;0;1
C100363;1;1;1;0;1;0;1;0;0;0;0;0
C100364;1;0;0;0;0;1;0;0;0;0;1;0
C100365;1;1;1;0;1;1;0;0;0;0;0;0
C100366;1;1;0;0;1;0;0;0;0;0;0;0
C100367;1;0;0;0;1;1;0;0;0;0;1;0
C100368;1;1;0;0;0;0;0;0;0;0;0;0
C100369;1;0;0;0;1;0;0;0;0;0;0;0
C100370;1;1;1;0;1;0;0;0;0;0;0;0
C100371;0;1;0;0;1;0;0;1;0;0;0;0
C100372;1;1;0;0;0;1;0;0;0;0;0;1
C100373;1;1;0;0;0;1;0;0;0;0;0;0
C100374;1;1;0;1;0;1;0;0;1;0;0;0
C100375;1;1;0;0;1;0;0;1;0;0;0;0
C100376;1;1;0;0;0;0;0;0;0;0;0;1
C100377;1;1;0;0;1;1;0;1;1;0;0;0
C100378;0;0;0;0;1;0;1;0;0;0;1;0
C100379;1;0;0;0;1;0;1;0;0;1;0;0
C100380;1;1;0;1;1;0;0;1;0;0;0;0
C100381;1;1;0;0;1;1;0;1;0;0;0;0
C100382;1;1;0;0;0;0;0;0;0;0;0;0
C100383;1;1;0;1;0;1;0;0;0;0;1;0
C100384;1;0;0;0;1;0;0;0;0;0;0;0
C100385;1;0;0;0;0;0;0;0;0;0;0;1
C100386;1;1;0;0;1;0;1;0;0;0;1;1
C100387;1;0;0;0;1;0;0;1;1;0;0;1
C100388;1;1;0;0;0;0;0;1;0;0;0;1
C100389;1;0;1;0;0;0;1;0;0;0;0;0
C100390;1;1;0;0;1;1;0;0;0;0;0;1
C100391;1;1;0;0;1;0;0;0;1;0;0;1
C100392;0;0;0;0;0;0;1;0;1;0;0;1
C100393;1;1;0;0;0;0;1;0;0;0;0;0
C100394;1;1;0;0;0;0;0;0;0;0;0;0
C100395;1;0;0;0;1;0;0;0;0;0;0;0
C100396;1;1;0;1;1;1;1;1;0;0;0;0
C100397;1;1;0;0;1;1;1;0;1;0;0;1
C100398;1;1;0;0;1;1;0;0;0;0;0;0
C100399;1;1;0;0;0;0;0;0;0;1;0;0
C100400;1;1;0;0;0;1;0;0;0;0;0;0
C100401;1;1;0;0;1;0;1;0;0;0;0;0
C100402;1;1;0;0;0;0;0;1;1;0;1;0
C100403;1;1;0;1;0;0;0;1;1;0;0;1
C100404;1;1;0;0;1;0;0;1;0;0;0;0
C100405;1;0;0;0;0;0;0;0;0;0;0;0
C100406;1;0;0;0;0;1;0;0;0;0;0;0
C100407;1;1;0;1;0;1;0;1;1;0;1;1
C100408;1;1;0;0;1;0;0;1;0;0;0;1
C100409;1;1;0;0;0;0;0;0;0;0;0;0
C100410;1;1;0;0;0;0;0;0;0;1;0;0
C100411;1;1;0;0;1;0;0;1;1;0;0;1
C100412;1;1;0;1;1;0;0;0;0;0;1;0
C100413;1;1;0;0;0;0;1;1;0;0;0;0
C100414;1;1;0;0;1;0;0;0;0;0;1;0
C100415;1;1;0;0;0;0;1;1;0;0;0;0
C100416;1;0;0;0;0;0;0;0;0;0;0;0
C100417;1;0;0;0;0;0;1;0;1;0;0;0
C100418;1;1;0;0;1;0;0;1;0;0;1;0
C100419;1;1;0;1;0;0;0;0;0;0;0;0
C100420;1;0;0;0;1;0;0;0;0;0;0;0
C100421;1;0;0;0;0;0;0;0;0;0;0;1
C100422;1;1;0;0;0;0;0;0;0;0;0;0
C100423;1;1;0;0;0;0;0;0;0;1;0;0
C100424;1;1;0;0;0;0;0;0;0;0;0;0
C100425;1;1;0;0;0;0;1;0;0;0;1;0
C100426;1;1;0;0;1;0;0;0;0;0;1;0
C100427;1;1;0;0;0;0;0;0;0;0;0;0
C100428;0;0;0;0;0;0;1;1;1;0;1;1
C100429;1;1;0;0;1;0;0;0;0;0;1;0
C100430;1;0;0;0;1;0;0;1;0;0;0;0
C100431;1;1;0;0;0;0;0;0;0;0;0;0
C100432;1;1;0;1;1;1;0;0;0;0;0;0
C100433;1;1;0;0;0;0;0;0;0;0;0;0
C100434;1;1;0;0;0;1;1;0;0;0;0;0
C100435;1;0;0;0;1;1;1;0;0;0;0;1
C100436;1;1;0;1;0;0;0;0;0;0;0;0
C100437;1;1;0;0;1;0;1;1;1;0;0;0
C100438;1;0;0;0;1;1;1;0;0;0;0;0
C100439;1;1;0;1;0;0;0;0;0;0;0;0
C100440;1;0;0;0;0;0;0;0;0;0;0;1
C100441;1;1;1;1;0;0;0;0;0;0;0;0
C100442;1;1;0;1;0;0;0;0;0;0;1;0
C100443;1;1;1;0;0;0;0;1;0;0;1;1
C100444;0;1;1;0;1;0;0;0;0;0;0;1
C100445;1;0;0;0;1;0;0;0;0;0;0;1
C100446;1;0;0;1;0;0;0;0;1;0;0;0
C100447;1;1;0;0;0;0;0;0;0;0;1;0
C100448;1;1;0;1;0;0;0;0;0;1;0;0
C100449;1;0;0;0;0;0;1;1;1;0;0;0
C100450;0;0;0;1;1;0;0;0;0;0;0;0
C100451;1;1;0;0;1;0;0;1;1;0;0;1
C100452;1;1;0;0;0;0;0;1;1;0;1;1
C100453;1;1;0;0;1;1;0;0;0;0;0;1
C100454;1;0;0;0;1;0;0;0;0;0;1;1
C100455;1;1;0;1;0;0;0;0;0;0;0;1
C100456;1;1;0;0;1;0;0;0;0;0;0;0
C100457;1;0;0;0;1;0;0;0;0;0;1;1
C100458;1;1;0;0;1;0;0;0;1;0;1;0
C100459;1;1;1;1;0;1;1;0;0;0;0;0
C100460;1;1;0;0;0;0;0;0;1;0;0;0
C100461;1;1;1;0;0;0;1;0;0;0;0;0
C100462;1;1;0;0;0;0;0;0;0;0;0;0
C100463;1;1;0;0;1;0;1;0;0;0;0;0
C100464;1;1;0;0;0;0;0;0;0;0;1;0
C100465;1;1;0;0;1;0;0;0;0;0;0;1
C100466;1;0;0;0;1;0;0;1;1;0;1;1
C100467;1;1;0;0;0;0;0;0;0;0;0;0
C100468;1;1;0;0;0;0;0;0;0;0;0;0
C100469;1;1;0;0;1;0;0;1;0;0;1;0
C100470;1;1;1;0;1;0;0;0;0;0;0;0
C100471;1;1;0;0;0;1;0;0;0;0;0;0
C100472;1;1;0;1;1;0;0;0;0;0;0;0
C100473;1;0;0;0;1;0;0;0;0;0;1;0
C100474;1;1;0;1;1;0;0;0;0;0;1;0
C100475;1;1;0;0;1;0;0;0;0;0;0;0
C100476;1;1;0;0;0;0;0;0;0;0;0;0
C100477;1;1;0;0;1;0;1;0;0;0;0;0
C100478;1;1;0;0;1;0;1;0;0;0;0;0
C100479;1;1;1;0;0;0;0;0;0;0;0;0
C100480;1;1;1;0;0;1;1;0;0;0;0;1
C100481;1;0;1;0;1;1;1;0;0;0;0;0
C100482;1;0;0;0;1;0;0;0;0;0;0;1
C100483;1;1;0;0;1;1;1;1;1;0;0;0
C100484;1;1;0;0;0;0;0;0;0;0;0;0
C100485;1;1;0;0;0;1;1;0;0;0;0;0
C100486;1;1;0;0;0;1;0;1;0;0;0;1
C100487;1;1;0;0;0;0;0;0;0;0;0;0
C100488;1;0;0;1;0;1;0;0;0;0;0;1
C100489;1;1;0;1;0;0;0;0;0;0;0;0
C100490;1;0;0;0;0;0;0;0;1;0;1;0
C100491;1;1;1;0;1;0;0;1;0;0;1;0
C100492;1;1;1;0;0;0;1;0;0;1;0;1
C100493;1;0;0;0;1;0;0;0;0;0;0;1
C100494;1;1;1;1;1;0;0;1;1;0;1;1
