age;education;duration;campaign;pdays;previous;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y;was_contacted_before;education_rank;job_blue-collar;job_entrepreneur;job_housemaid;job_management;job_retired;job_self-employed;job_services;job_student;job_technician;job_unemployed;marital_married;marital_single;default_unknown;default_yes;housing_yes;loan_yes;contact_telephone;day_of_week_mon;day_of_week_thu;day_of_week_tue;day_of_week_wed;poutcome_nonexistent;poutcome_success;age_band_26-35;age_band_36-45;age_band_46-55;age_band_56-65;age_band_66+;month_sin;month_cos;campaign_intensity;emp.var.rate_denoised;cons.price.idx_denoised;cons.conf.idx_denoised;euribor3m_denoised;nr.employed_denoised
41;university.degree;55;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
25;high.school;222;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;False;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
29;high.school;137;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;True;False;False;False;True;False;True;False;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
57;basic.4y;293;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;False;False;True;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
35;basic.6y;146;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;2;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
54;basic.9y;174;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;False;False;False;False;True;False;False;False;False;False;True;False;True;False;True;True;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
35;basic.6y;312;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;2;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
46;basic.6y;440;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;2;True;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
50;basic.9y;353;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
39;basic.9y;195;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
30;high.school;38;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
55;basic.4y;262;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;True;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
55;high.school;342;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
41;high.school;181;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
37;high.school;172;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
35;university.degree;99;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;True;True;False;False;False;True;False;True;False;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
59;university.degree;93;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;False;False;True;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
39;basic.9y;233;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
54;university.degree;255;2;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;2.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
55;university.degree;362;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
46;university.degree;348;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
59;university.degree;386;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;False;False;True;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
49;university.degree;73;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
54;basic.4y;230;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;False;False;False;True;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
54;basic.4y;208;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
55;basic.4y;336;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
34;high.school;365;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
52;basic.9y;1666;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
41;university.degree;577;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
56;basic.4y;137;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;False;False;True;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
58;university.degree;366;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;False;False;True;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
32;high.school;314;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
38;professional.course;160;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;5;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
57;university.degree;212;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;True;False;False;False;False;True;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
44;university.degree;188;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
42;professional.course;22;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;5;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
57;university.degree;616;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;True;True;False;False;False;True;False;False;False;False;True;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
40;basic.9y;178;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
35;university.degree;355;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
45;basic.9y;225;2;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;2.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
54;high.school;160;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
39;basic.4y;266;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
60;high.school;253;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;True;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
53;professional.course;179;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;5;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
55;basic.4y;269;2;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;2.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
55;professional.course;135;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;5;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
50;university.degree;161;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;True;False;False;False;False;False;False;True;False;True;False;False;True;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
45;high.school;787;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;True;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
55;professional.course;145;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;5;False;False;False;False;False;False;False;False;False;True;True;False;True;False;True;True;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
25;university.degree;174;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;False;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
47;university.degree;449;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
51;basic.9y;812;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
42;basic.6y;164;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;2;True;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
42;basic.6y;366;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;2;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
48;high.school;357;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
37;university.degree;232;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
44;basic.9y;91;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
33;university.degree;273;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
56;basic.9y;158;2;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;False;False;True;False;0.49999999999999994;-0.8660254037844387;2.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
44;basic.4y;177;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;1;True;False;False;False;False;False;False;False;False;False;False;True;True;False;True;True;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
41;basic.6y;200;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;2;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
44;university.degree;172;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
47;university.degree;176;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
57;university.degree;211;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;True;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
37;university.degree;214;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
41;basic.4y;1575;1;999;0;1.1;93.994;-36.4;4.857;5191.0;1;0;1;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
55;university.degree;349;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
33;high.school;337;2;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;4;False;False;False;False;False;False;True;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;0.49999999999999994;-0.8660254037844387;2.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
55;university.degree;272;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;6;False;False;False;True;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;False;False;True;False;False;False;True;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
42;basic.9y;208;1;999;0;1.1;93.994;-36.4;4.857;5191.0;0;0;3;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;0.49999999999999994;-0.8660254037844387;1.0;1.1137134780612494;94.00055583726021;-36.35599703522971;4.758859354377234;5193.8335601942035
